1917,1740,1000
1908,1723,1000
1898,1706,1000
1887,1689,1000
1877,1672,1000
1866,1656,1000
1854,1640,1000
1843,1624,1000
1830,1608,1000
1818,1592,1000
1805,1576,1000
1792,1560,1000
1779,1545,1000
1765,1530,1000
1751,1514,1000
1737,1499,1000
1722,1484,1000
1708,1470,1000
1693,1455,1000
1678,1441,1000
1662,1426,1000
1647,1412,1000
1631,1398,1000
1615,1385,1000
1599,1371,1000
1583,1358,1000
1566,1345,1000
1550,1332,1000
1533,1320,2000
